#Types Before Cut: 11091
#Types After Cut: 9691
#Search Hits: 0
680	5	13.206	посмотрела
681	5	13.206	построили
682	5	13.206	прекрасный
683	5	13.206	проронил
684	5	13.206	прочим
685	5	13.206	прошёл
686	5	13.206	пью
687	5	13.206	пятом
688	5	13.206	расписание
689	5	13.206	ребёнок
690	5	13.206	рентген
691	5	13.206	родителям
692	5	13.206	салют
693	5	13.206	своём
694	5	13.206	сестра
695	5	13.206	сидела
696	5	13.206	сидит
697	5	13.206	скайп
698	5	13.206	снимаешь
699	5	13.206	сходить
700	5	13.206	счёт
701	5	13.206	съела
702	5	13.206	твёрдый
703	5	13.206	театр
704	5	13.206	тину
705	5	13.206	толстовка
706	5	13.206	увидела
707	5	13.206	удобно
708	5	13.206	удовольствие
709	5	13.206	умел
710	5	13.206	уметь
711	5	13.206	умеют
712	5	13.206	учёба
713	5	13.206	фамилия
714	5	13.206	физике
715	5	13.206	физику
716	5	13.206	фильмов
717	5	13.206	хихи
718	5	13.206	хм
719	5	13.206	хорватии
720	5	13.206	хорошее
721	5	13.206	целую
722	5	13.206	читает
723	5	13.206	читал
724	5	13.206	шестьдесят
725	5	13.206	штука
726	5	13.206	эд
727	14	13.105	главное
728	7	13.081	взяла
729	7	13.081	готовили
730	7	13.081	лагеря
731	7	13.081	ноль
732	7	13.081	одни
733	7	13.081	понравились
734	7	13.081	ходил
735	35	13.025	себя
736	13	12.786	минус
737	13	12.786	юлия
738	45	12.713	эту
739	99	12.541	чтобы
740	24	12.541	шесть
741	18	12.378	сильно
742	8	12.364	купила
743	8	12.364	маленькие
744	8	12.364	ходят
745	11	12.284	город
746	11	12.284	писала
747	11	12.284	рядом
748	11	12.284	утром
749	10	12.145	народ
750	9	12.138	ан
751	9	12.138	видел
752	9	12.138	какого
753	9	12.138	пару
754	9	12.138	ушли
755	17	11.922	начал
756	21	11.916	кого
757	14	11.778	вся
758	16	11.470	наш
759	16	11.470	семь
760	13	11.395	месте
761	13	11.395	море
762	13	11.395	пойти
763	13	11.395	рублей
764	35	11.283	этим
765	85	11.257	можно
766	12	11.034	плохо
767	15	11.025	семьи
768	48	10.802	хотя
769	6	10.727	автобусе
770	6	10.727	всяких
771	6	10.727	думали
772	6	10.727	закончила
773	6	10.727	знаем
774	6	10.727	ка
775	6	10.727	лагерь
776	6	10.727	мужчина
777	6	10.727	написала
778	6	10.727	носили
779	6	10.727	поговорим
780	6	10.727	свет
781	6	10.727	семью
782	6	10.727	слава
783	6	10.727	страшно
784	6	10.727	судить
785	6	10.727	ушел
786	11	10.706	тысячи
787	4	10.565	apro
788	4	10.565	class
789	4	10.565	glass
790	4	10.565	mixed
791	4	10.565	note
792	4	10.565	pl
793	4	10.565	spro
794	4	10.565	tor
795	4	10.565	барашков
796	4	10.565	бассейн
797	4	10.565	беззеркалки
798	4	10.565	белорусским
799	4	10.565	белые
800	4	10.565	братьях
801	4	10.565	буква
802	4	10.565	вай
803	4	10.565	венеру
804	4	10.565	верю
805	4	10.565	веселая
806	4	10.565	витя
807	4	10.565	встретилась
808	4	10.565	всякое
809	4	10.565	всём
810	4	10.565	вышки
811	4	10.565	гитара
812	4	10.565	гитаре
813	4	10.565	гкчп
814	4	10.565	глазами
815	4	10.565	голова
816	4	10.565	голове
817	4	10.565	гриша
818	4	10.565	громкоговорителя
819	4	10.565	грусти
820	4	10.565	гуляют
821	4	10.565	даша
822	4	10.565	девочку
823	4	10.565	девятый
824	4	10.565	длинный
825	4	10.565	дочь
826	4	10.565	думал
827	4	10.565	дяди
828	4	10.565	еду
829	4	10.565	ехал
830	4	10.565	ехала
831	4	10.565	забрали
832	4	10.565	задавать
833	4	10.565	задания
834	4	10.565	задний
835	4	10.565	закончу
836	4	10.565	заметила
837	4	10.565	занималась
838	4	10.565	занимаюсь
839	4	10.565	звукооператором
840	4	10.565	ивановна
841	4	10.565	интереснее
842	4	10.565	кагоцел
843	4	10.565	камеры
844	4	10.565	капитан
845	4	10.565	каракатица
846	4	10.565	касательно
847	4	10.565	кастрюля
848	4	10.565	километра
849	4	10.565	кларнет
850	4	10.565	классные
851	4	10.565	книгу
852	4	10.565	комнату
853	4	10.565	королёв
854	4	10.565	кот
855	4	10.565	кота
856	4	10.565	кошмар
857	4	10.565	крутая
858	4	10.565	крутой
859	4	10.565	крутые
860	4	10.565	крыс
861	4	10.565	крысы
862	4	10.565	купались
863	4	10.565	кухня
864	4	10.565	лебединое
865	4	10.565	лесу
866	4	10.565	лингвистов
867	4	10.565	литературе
868	4	10.565	любила
869	4	10.565	любимого
870	4	10.565	мамаша
871	4	10.565	метров
872	4	10.565	мечта
873	4	10.565	мило
874	4	10.565	минута
875	4	10.565	моим
876	4	10.565	моменты
877	4	10.565	муж
878	4	10.565	навруз
879	4	10.565	нарисован
880	4	10.565	наурыз
881	4	10.565	неловко
882	4	10.565	ночью
883	4	10.565	нравилось
884	4	10.565	нууу
885	4	10.565	общался
886	4	10.565	общежитии
887	4	10.565	одногруппников
888	4	10.565	описать
889	4	10.565	орех
890	4	10.565	орехи
891	4	10.565	остановился
892	4	10.565	остановки
893	4	10.565	отвезли
894	4	10.565	отучилась
895	4	10.565	охота
896	4	10.565	пастернаке
897	4	10.565	первокурсников
898	4	10.565	песни
899	4	10.565	пилот
900	4	10.565	платья
901	4	10.565	побывала
902	4	10.565	поел
903	4	10.565	поесть
904	4	10.565	позвоню
905	4	10.565	пойду
906	4	10.565	правой
907	4	10.565	представляла
908	4	10.565	придумали
909	4	10.565	придётся
910	4	10.565	приезжаю
911	4	10.565	пришёл
912	4	10.565	профессии
913	4	10.565	профессия
914	4	10.565	пускай
915	4	10.565	пятьсот
916	4	10.565	разборка
917	4	10.565	расскажите
918	4	10.565	рассказываешь
919	4	10.565	расшифровывать
920	4	10.565	ребёнка
921	4	10.565	родилась
922	4	10.565	руками
923	4	10.565	руню
924	4	10.565	руня
925	4	10.565	русскому
926	4	10.565	ручки
927	4	10.565	саду
928	4	10.565	сбил
929	4	10.565	сверху
930	4	10.565	секунды
931	4	10.565	селекции
932	4	10.565	сзади
933	4	10.565	сидят
934	4	10.565	слышу
935	4	10.565	собаки
936	4	10.565	собираешься
937	4	10.565	советую
938	4	10.565	соционике
939	4	10.565	спектакль
940	4	10.565	специфический
941	4	10.565	стану
942	4	10.565	стекает
943	4	10.565	стой
944	4	10.565	столетию
945	4	10.565	стою
946	4	10.565	стоя
947	4	10.565	стоял
948	4	10.565	стояла
949	4	10.565	строили
950	4	10.565	строительный
951	4	10.565	суп
952	4	10.565	счастлива
953	4	10.565	танцевать
954	4	10.565	танцпол
955	4	10.565	твоего
956	4	10.565	твоим
957	4	10.565	трамвай
958	4	10.565	тысяча
959	4	10.565	тётя
960	4	10.565	улучшается
961	4	10.565	умный
962	4	10.565	университетах
963	4	10.565	урок
964	4	10.565	учатся
965	4	10.565	учила
966	4	10.565	училище
967	4	10.565	учусь
968	4	10.565	фай
969	4	10.565	физтех
970	4	10.565	финиш
971	4	10.565	фонема
972	4	10.565	фразу
973	4	10.565	фундук
974	4	10.565	хвост
975	4	10.565	хлеб
976	4	10.565	хобби
977	4	10.565	хорватия
978	4	10.565	чгк
979	4	10.565	четырнадцать
980	4	10.565	чуваки
981	4	10.565	чудо
982	4	10.565	шикарно
983	4	10.565	шутки
984	4	10.565	щуку
985	4	10.565	щяс
986	9	10.207	взяли
987	9	10.207	зала
988	9	10.207	хорошая
989	7	10.196	вечера
990	7	10.196	вещей
991	7	10.196	единственное
992	7	10.196	женщины
993	7	10.196	короткий
994	7	10.196	увидел
995	7	10.196	чисто
996	115	10.129	были
997	8	10.102	любовь
998	8	10.102	людям
999	8	10.102	модель
1000	8	10.102	неплохо
1001	8	10.102	приехал
1002	8	10.102	сто
1003	15	9.976	метро
1004	15	9.976	точно
1005	12	9.743	плане
1006	11	9.344	темы
1007	11	9.344	хорошие
1008	17	9.122	довольно
1009	127	8.763	сейчас
1010	9	8.627	a
1011	9	8.627	нами
1012	9	8.627	руки
1013	12	8.603	недавно
1014	19	8.566	вечером
1015	19	8.566	никогда
1016	319	8.496	он
1017	5	8.420	богу
1018	5	8.420	боюсь
1019	5	8.420	видеть
1020	5	8.420	вниз
1021	5	8.420	детства
1022	5	8.420	магазин
1023	5	8.420	мария
1024	5	8.420	машину
1025	5	8.420	мимо
1026	5	8.420	назывался
1027	5	8.420	недалеко
1028	5	8.420	остановиться
1029	5	8.420	отлично
1030	5	8.420	приходили
1031	5	8.420	прочее
1032	5	8.420	села
1033	5	8.420	следующая
1034	5	8.420	стоять
1035	5	8.420	телефон
1036	5	8.420	успела
1037	5	8.420	фильмы
1038	5	8.420	цветы
1039	5	8.420	человеком
1040	8	8.338	друга
1041	8	8.338	обязательно
1042	17	8.326	самый
1043	11	8.159	взял
1044	11	8.159	всеми
1045	15	8.146	одну
1046	7	8.135	говорим
1047	7	8.135	километров
1048	7	8.135	настолько
1049	7	8.135	началась
1050	7	8.135	начинается
1051	7	8.135	нашем
1052	7	8.135	стоят
1053	7	8.135	точнее
1054	7	8.135	улица
1055	7	8.135	франции
1056	6	8.092	ездил
1057	6	8.092	играет
1058	6	8.092	лучший
1059	6	8.092	рассказывать
1060	6	8.092	русские
1061	6	8.092	скажу
1062	6	8.092	штук
1063	3	7.924	adv
1064	3	7.924	day
1065	3	7.924	gen
1066	3	7.924	plen
1067	3	7.924	автобусов
1068	3	7.924	автобусы
1069	3	7.924	аж
1070	3	7.924	амаретто
1071	3	7.924	архитектурой
1072	3	7.924	атмосфера
1073	3	7.924	африке
1074	3	7.924	балетную
1075	3	7.924	бар
1076	3	7.924	беби
1077	3	7.924	бедно
1078	3	7.924	бежит
1079	3	7.924	безумно
1080	3	7.924	белорусском
1081	3	7.924	беру
1082	3	7.924	бесполезно
1083	3	7.924	библиофил
1084	3	7.924	благо
1085	3	7.924	блять
1086	3	7.924	болезнь
1087	3	7.924	буквами
1088	3	7.924	бэ
1089	3	7.924	вайновский
1090	3	7.924	вами
1091	3	7.924	вареньем
1092	3	7.924	вдвоем
1093	3	7.924	ведёт
1094	3	7.924	везло
1095	3	7.924	вернули
1096	3	7.924	весна
1097	3	7.924	вечер
1098	3	7.924	взрослый
1099	3	7.924	визы
1100	3	7.924	викинги
1101	3	7.924	вкусно
1102	3	7.924	внизу
1103	3	7.924	вода
1104	3	7.924	возьму
1105	3	7.924	войной
1106	3	7.924	вспомнил
1107	3	7.924	встретила
1108	3	7.924	встретить
1109	3	7.924	встречают
1110	3	7.924	выполняешь
1111	3	7.924	высокодинамичный
1112	3	7.924	героя
1113	3	7.924	геру
1114	3	7.924	геша
1115	3	7.924	гимназия
1116	3	7.924	гитару
1117	3	7.924	глухарь
1118	3	7.924	гм
1119	3	7.924	говард
1120	3	7.924	горбачёва
1121	3	7.924	городке
1122	3	7.924	горы
1123	3	7.924	гравитация
1124	3	7.924	грамм
1125	3	7.924	гуглили
1126	3	7.924	даа
1127	3	7.924	двенадцати
1128	3	7.924	девяностые
1129	3	7.924	девяностых
1130	3	7.924	девятом
1131	3	7.924	девятьсот
1132	3	7.924	деда
1133	3	7.924	декорации
1134	3	7.924	дениса
1135	3	7.924	держи
1136	3	7.924	джи
1137	3	7.924	дизайн
1138	3	7.924	днк
1139	3	7.924	добираться
1140	3	7.924	добрый
1141	3	7.924	доехал
1142	3	7.924	доехало
1143	3	7.924	домики
1144	3	7.924	дочерью
1145	3	7.924	душе
1146	3	7.924	евреев
1147	3	7.924	еле
1148	3	7.924	жалко
1149	3	7.924	женский
1150	3	7.924	женщин
1151	3	7.924	забивается
1152	3	7.924	заговора
1153	3	7.924	задают
1154	3	7.924	залезали
1155	3	7.924	замуж
1156	3	7.924	занимаешься
1157	3	7.924	занимались
1158	3	7.924	затащит
1159	3	7.924	захожу
1160	3	7.924	захотелось
